"Data","NrParagonu","Produkt"
NA,"PA 30/S13/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 30/S13/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 4/S13/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 4/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 4/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 4/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 5/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 5/S13/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 7/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S13/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 7/S13/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 7/S13/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 7/S13/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 7/S13/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 7/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 7/S13/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 7/S13/01/2019","2_KOBIETA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 8/S13/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 8/S13/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 1/S14/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 1/S14/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 10/S14/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 10/S14/01/2019","2_KOBIETA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 17/S14/01/2019","4_DZIEWCZYNA :  BLUZA"
NA,"PA 17/S14/01/2019","3_CHPAK :  DRES"
NA,"PA 3/S14/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 3/S14/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 31/S14/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 31/S14/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 7/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S14/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 9/S14/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 9/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 9/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 11/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 11/S15/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 12/S15/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 12/S15/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 12/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 13/S15/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 13/S15/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 20/S15/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S15/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 21/S15/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 21/S15/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 25/S15/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 25/S15/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 26/S15/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 26/S15/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 27/S15/01/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 27/S15/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 27/S15/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 28/S15/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 28/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 29/S15/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 29/S15/01/2019","2_KOBIETA :  BUTY RUN&TRAIN"
NA,"PA 3/S15/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 3/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 3/S15/01/2019","2_KOBIETA :  BUTY RUN&TRAIN"
NA,"PA 30/S15/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 30/S15/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 30/S15/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 32/S15/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 32/S15/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 33/S15/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 33/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 33/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 33/S15/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 36/S15/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 36/S15/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 37/S15/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 37/S15/01/2019","1_M石CZYZNA :  BUTY RUN&TRAIN"
NA,"PA 37/S15/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 5/S15/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 5/S15/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 5/S15/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 1/S16/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 1/S16/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 12/S16/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 12/S16/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 3/S16/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 3/S16/01/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 3/S16/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S16/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S16/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S16/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 4/S16/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 7/S16/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 7/S16/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 1/S17/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 1/S17/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 1/S17/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 10/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 10/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 10/S17/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 10/S17/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 10/S17/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 11/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 11/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 11/S17/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 12/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 12/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 12/S17/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 19/S17/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 19/S17/01/2019","2_KOBIETA :  SUKIENKA"
NA,"PA 19/S17/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 19/S17/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 19/S17/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 19/S17/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 2/S17/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 2/S17/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 6/S17/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 6/S17/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 9/S17/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 9/S17/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 12/S18/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 12/S18/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 12/S18/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 12/S18/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 12/S18/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 12/S18/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 12/S18/01/2019","2_KOBIETA :  BUTY_ZIMA"
NA,"PA 14/S18/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 14/S18/01/2019","2_KOBIETA :  BUTY RUN&TRAIN"
NA,"PA 16/S18/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 16/S18/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 19/S18/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 19/S18/01/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 2/S18/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 2/S18/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S18/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S18/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 20/S18/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 3/S18/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 3/S18/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 7/S18/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S18/01/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 8/S18/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 8/S18/01/2019","2_KOBIETA :  BUTY RUN&TRAIN"
NA,"PA 1/S19/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 1/S19/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 2/S19/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 2/S19/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 6/S19/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 6/S19/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S19/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 7/S19/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 9/S19/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 9/S19/01/2019","2_KOBIETA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 10/S20/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 10/S20/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 10/S20/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 10/S20/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 12/S20/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 12/S20/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 12/S20/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 12/S20/01/2019","2_KOBIETA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 14/S20/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 14/S20/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 14/S20/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 15/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 15/S20/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 17/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 17/S20/01/2019","1_M石CZYZNA :  DRES"
NA,"PA 19/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 19/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S20/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 20/S20/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 20/S20/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 23/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 23/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 26/S20/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 26/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 26/S20/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 26/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 26/S20/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 3/S20/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 3/S20/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 3/S20/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 18/S21/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 18/S21/01/2019","1_M石CZYZNA :  POLO"
NA,"PA 18/S21/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 18/S21/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 18/S21/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 19/S21/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 19/S21/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 19/S21/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 8/S21/01/2019","3_CHPAK :  SPODENKI"
NA,"PA 8/S21/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 10/S22/01/2019","2_KOBIETA :  SUKIENKA"
NA,"PA 10/S22/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 11/S22/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 11/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 11/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 11/S22/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 12/S22/01/2019","4_DZIEWCZYNA :  BLUZA"
NA,"PA 12/S22/01/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 12/S22/01/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 13/S22/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 13/S22/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 14/S22/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 14/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 15/S22/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 15/S22/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 15/S22/01/2019","3_CHPAK :  DRES"
NA,"PA 15/S22/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 15/S22/01/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK MID"
NA,"PA 15/S22/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 16/S22/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 16/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 18/S22/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 18/S22/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 2/S22/01/2019","1_M石CZYZNA :  DRES"
NA,"PA 2/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 20/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 23/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 23/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 28/S22/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 28/S22/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P MID"
NA,"PA 29/S22/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 29/S22/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 30/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 30/S22/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 30/S22/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 31/S22/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 31/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 5/S22/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 5/S22/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 6/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 6/S22/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 6/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 7/S22/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 7/S22/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 7/S22/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 1/S23/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 1/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 1/S23/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 10/S23/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 10/S23/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 10/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 10/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 10/S23/01/2019","2_KOBIETA :  KLAPKI"
NA,"PA 11/S23/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 11/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 11/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 13/S23/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 13/S23/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 13/S23/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 13/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 13/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 13/S23/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 14/S23/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 14/S23/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 16/S23/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 16/S23/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 16/S23/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 16/S23/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 16/S23/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 17/S23/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 17/S23/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 17/S23/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 17/S23/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 17/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 17/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 2/S23/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 2/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 2/S23/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 20/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 20/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 20/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 20/S23/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 21/S23/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 21/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 21/S23/01/2019","2_KOBIETA :  BUTY_ZIMA"
NA,"PA 22/S23/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 22/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 3/S23/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 3/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 3/S23/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 4/S23/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 4/S23/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 4/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 4/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 5/S23/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 5/S23/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 5/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 5/S23/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 6/S23/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 6/S23/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 7/S23/01/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 7/S23/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 9/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 9/S23/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 9/S23/01/2019","3_CHPAK :  SPODENKI"
NA,"PA 9/S23/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 1/S24/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 1/S24/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 1/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 1/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 12/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 12/S24/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 12/S24/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 12/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 12/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 12/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 12/S24/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 12/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 14/S24/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 14/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 15/S24/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 15/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 18/S24/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 18/S24/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 18/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 18/S24/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 18/S24/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 19/S24/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 19/S24/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 19/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 19/S24/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 19/S24/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 19/S24/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 19/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 21/S24/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 21/S24/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 21/S24/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 3/S24/01/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 3/S24/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 5/S24/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 5/S24/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 9/S24/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 9/S24/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 9/S24/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 9/S24/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 1/S25/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 1/S25/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 1/S25/01/2019","1_M石CZYZNA :  SPODNIE"
